# Engine name: FYDPish lite
# Sat Apr 17 00:41:15 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     9.2000    750.0000      0.0000      1.0000      0.0000   2907.7498     28.1783      1.1757      1.1691   1439.5202    227.3286    246.9167      1.5487      1.6821      1.0000 
     9.4000    200.0000      0.0000      1.0000      0.0000   2831.5532     28.0695      1.1676      1.1590   1427.9238    194.0649    223.6557      1.3328      1.5360      1.0000 
     9.4000    225.0000      0.0000      1.0000      0.0000   2837.5643     28.0837      1.1684      1.1600   1428.5802    197.5422    225.9633      1.3561      1.5512      1.0000 
     9.4000    250.0000      0.0000      1.0000      0.0000   2842.8635     28.0962      1.1692      1.1610   1429.1506    200.5336    227.9644      1.3760      1.5643      1.0000 
     9.4000    275.0000      0.0000      1.0000      0.0000   2847.5929     28.1073      1.1698      1.1618   1429.6530    203.1508    229.7276      1.3935      1.5758      1.0000 
     9.4000    300.0000      0.0000      1.0000      0.0000   2851.8563     28.1174      1.1704      1.1626   1430.1006    205.4682    231.2977      1.4090      1.5861      1.0000 
     9.4000    325.0000      0.0000      1.0000      0.0000   2855.7323     28.1266      1.1710      1.1633   1430.5029    207.5409    232.7089      1.4228      1.5953      1.0000 
     9.4000    350.0000      0.0000      1.0000      0.0000   2859.2810     28.1349      1.1715      1.1639   1430.8676    209.4130    233.9893      1.4352      1.6037      1.0000 
     9.4000    375.0000      0.0000      1.0000      0.0000   2862.5501     28.1427      1.1720      1.1646   1431.2003    211.1161    235.1585      1.4466      1.6113      1.0000 
     9.4000    400.0000      0.0000      1.0000      0.0000   2865.5777     28.1498      1.1724      1.1651   1431.5056    212.6755    236.2329      1.4570      1.6183      1.0000 
     9.4000    425.0000      0.0000      1.0000      0.0000   2868.3946     28.1565      1.1729      1.1657   1431.7873    214.1158    237.2291      1.4665      1.6248      1.0000 
     9.4000    450.0000      0.0000      1.0000      0.0000   2871.0263     28.1627      1.1733      1.1662   1432.0484    215.4449    238.1502      1.4754      1.6308      1.0000 
     9.4000    475.0000      0.0000      1.0000      0.0000   2873.4941     28.1686      1.1737      1.1667   1432.2914    216.6795    239.0078      1.4836      1.6364      1.0000 
     9.4000    500.0000      0.0000      1.0000      0.0000   2875.8156     28.1741      1.1740      1.1671   1432.5183    217.8318    239.8101      1.4912      1.6417      1.0000 
     9.4000    525.0000      0.0000      1.0000      0.0000   2878.0061     28.1793      1.1744      1.1675   1432.7309    218.9113    240.5633      1.4984      1.6466      1.0000 
     9.4000    550.0000      0.0000      1.0000      0.0000   2880.0784     28.1842      1.1747      1.1680   1432.9308    219.9253    241.2722      1.5051      1.6512      1.0000 
     9.4000    575.0000      0.0000      1.0000      0.0000   2882.0438     28.1888      1.1750      1.1683   1433.1192    220.8844    241.9447      1.5115      1.6556      1.0000 
     9.4000    600.0000      0.0000      1.0000      0.0000   2883.9119     28.1933      1.1753      1.1687   1433.2972    221.7870    242.5780      1.5175      1.6597      1.0000 
     9.4000    625.0000      0.0000      1.0000      0.0000   2885.6912     28.1975      1.1756      1.1691   1433.4657    222.6399    243.1768      1.5231      1.6636      1.0000 
     9.4000    650.0000      0.0000      1.0000      0.0000   2887.3891     28.2015      1.1759      1.1694   1433.6256    223.4514    243.7478      1.5285      1.6673      1.0000 
     9.4000    675.0000      0.0000      1.0000      0.0000   2889.0121     28.2054      1.1761      1.1698   1433.7777    224.2235    244.2919      1.5336      1.6709      1.0000 
     9.4000    700.0000      0.0000      1.0000      0.0000   2890.5660     28.2091      1.1764      1.1701   1433.9226    224.9622    244.8138      1.5385      1.6743      1.0000 
     9.4000    725.0000      0.0000      1.0000      0.0000   2892.0561     28.2126      1.1767      1.1704   1434.0608    225.6643    245.3097      1.5432      1.6775      1.0000 
     9.4000    750.0000      0.0000      1.0000      0.0000   2893.4869     28.2160      1.1769      1.1707   1434.1929    226.3350    245.7838      1.5476      1.6806      1.0000 
     9.6000    200.0000      0.0000      1.0000      0.0000   2819.7930     28.1106      1.1687      1.1605   1423.1104    193.3336    222.7429      1.3323      1.5349      1.0000 
     9.6000    225.0000      0.0000      1.0000      0.0000   2825.5978     28.1243      1.1695      1.1615   1423.7277    196.7835    225.0280      1.3554      1.5500      1.0000 
     9.6000    250.0000      0.0000      1.0000      0.0000   2830.7111     28.1364      1.1703      1.1625   1424.2635    199.7537    227.0119      1.3754      1.5631      1.0000 
     9.6000    275.0000      0.0000      1.0000      0.0000   2835.2714     28.1471      1.1709      1.1633   1424.7349    202.3517    228.7596      1.3928      1.5746      1.0000 
     9.6000    300.0000      0.0000      1.0000      0.0000   2839.3799     28.1568      1.1715      1.1641   1425.1543    204.6519    230.3160      1.4082      1.5848      1.0000 
     9.6000    325.0000      0.0000      1.0000      0.0000   2843.1127     28.1657      1.1721      1.1648   1425.5312    206.7109    231.7164      1.4220      1.5940      1.0000 
     9.6000    350.0000      0.0000      1.0000      0.0000   2846.5286     28.1737      1.1726      1.1655   1425.8723    208.5742    232.9902      1.4345      1.6024      1.0000 
     9.6000    375.0000      0.0000      1.0000      0.0000   2849.6737     28.1812      1.1731      1.1661   1426.1834    210.2641    234.1489      1.4458      1.6100      1.0000 
     9.6000    400.0000      0.0000      1.0000      0.0000   2852.5849     28.1881      1.1736      1.1667   1426.4687    211.8117    235.2139      1.4562      1.6170      1.0000 
     9.6000    425.0000      0.0000      1.0000      0.0000   2855.2925     28.1945      1.1740      1.1672   1426.7318    213.2371    236.1978      1.4657      1.6235      1.0000 
     9.6000    450.0000      0.0000      1.0000      0.0000   2857.8209     28.2004      1.1745      1.1678   1426.9754    214.5558    237.1107      1.4745      1.6295      1.0000 
     9.6000    475.0000      0.0000      1.0000      0.0000   2860.1908     28.2061      1.1748      1.1682   1427.2020    215.7817    237.9614      1.4827      1.6351      1.0000 
     9.6000    500.0000      0.0000      1.0000      0.0000   2862.4194     28.2113      1.1752      1.1687   1427.4135    216.9298    238.7609      1.4904      1.6403      1.0000 
     9.6000    525.0000      0.0000      1.0000      0.0000   2864.5215     28.2163      1.1756      1.1691   1427.6117    217.9998    239.5064      1.4975      1.6452      1.0000 
     9.6000    550.0000      0.0000      1.0000      0.0000   2866.5095     28.2210      1.1759      1.1695   1427.7978    219.0066    240.2096      1.5042      1.6498      1.0000 
     9.6000    575.0000      0.0000      1.0000      0.0000   2868.3943     28.2255      1.1762      1.1699   1427.9731    219.9544    240.8726      1.5105      1.6542      1.0000 
     9.6000    600.0000      0.0000      1.0000      0.0000   2870.1852     28.2298      1.1765      1.1703   1428.1387    220.8503    241.5005      1.5165      1.6583      1.0000 
     9.6000    625.0000      0.0000      1.0000      0.0000   2871.8904     28.2338      1.1768      1.1707   1428.2955    221.7024    242.0994      1.5222      1.6622      1.0000 
     9.6000    650.0000      0.0000      1.0000      0.0000   2873.5171     28.2377      1.1771      1.1710   1428.4442    222.5062    242.6641      1.5276      1.6660      1.0000 
     9.6000    675.0000      0.0000      1.0000      0.0000   2875.0716     28.2413      1.1774      1.1714   1428.5855    223.2719    243.2030      1.5327      1.6695      1.0000 
     9.6000    700.0000      0.0000      1.0000      0.0000   2876.5596     28.2449      1.1776      1.1717   1428.7201    224.0014    243.7171      1.5375      1.6729      1.0000 
     9.6000    725.0000      0.0000      1.0000      0.0000   2877.9860     28.2483      1.1779      1.1720   1428.8485    224.6982    244.2088      1.5422      1.6761      1.0000 
     9.6000    750.0000      0.0000      1.0000      0.0000   2879.3554     28.2515      1.1781      1.1723   1428.9711    225.3676    244.6824      1.5466      1.6792      1.0000 
     9.8000    200.0000      0.0000      1.0000      0.0000   2808.1010     28.1496      1.1698      1.1620   1418.3782    192.6158    221.8501      1.3317      1.5339      1.0000 
     9.8000    225.0000      0.0000      1.0000      0.0000   2813.7046     28.1628      1.1706      1.1631   1418.9582    196.0424    224.1163      1.3549      1.5489      1.0000 
     9.8000    250.0000      0.0000      1.0000      0.0000   2818.6370     28.1744      1.1714      1.1640   1419.4611    198.9976    226.0887      1.3748      1.5620      1.0000 
     9.8000    275.0000      0.0000      1.0000      0.0000   2823.0330     28.1848      1.1721      1.1649   1419.9030    201.5758    227.8204      1.3922      1.5735      1.0000 
     9.8000    300.0000      0.0000      1.0000      0.0000   2826.9909     28.1941      1.1727      1.1657   1420.2959    203.8611    229.3650      1.4076      1.5837      1.0000 
     9.8000    325.0000      0.0000      1.0000      0.0000   2830.5848     28.2026      1.1733      1.1664   1420.6486    205.9048    230.7532      1.4213      1.5929      1.0000 
     9.8000    350.0000      0.0000      1.0000      0.0000   2833.8718     28.2104      1.1738      1.1671   1420.9676    207.7499    232.0121      1.4338      1.6012      1.0000 
     9.8000    375.0000      0.0000      1.0000      0.0000   2836.8967     28.2175      1.1743      1.1677   1421.2583    209.4283    233.1617      1.4451      1.6088      1.0000 
     9.8000    400.0000      0.0000      1.0000      0.0000   2839.6955     28.2241      1.1748      1.1683   1421.5247    210.9694    234.2221      1.4554      1.6158      1.0000 
     9.8000    425.0000      0.0000      1.0000      0.0000   2842.2971     28.2303      1.1752      1.1688   1421.7702    212.3846    235.1980      1.4649      1.6223      1.0000 
     9.8000    450.0000      0.0000      1.0000      0.0000   2844.7257     28.2361      1.1757      1.1693   1421.9975    213.6944    236.1037      1.4737      1.6283      1.0000 
     9.8000    475.0000      0.0000      1.0000      0.0000   2847.0011     28.2414      1.1761      1.1698   1422.2087    214.9104    236.9465      1.4819      1.6338      1.0000 
     9.8000    500.0000      0.0000      1.0000      0.0000   2849.1401     28.2465      1.1764      1.1703   1422.4058    216.0460    237.7356      1.4895      1.6390      1.0000 
     9.8000    525.0000      0.0000      1.0000      0.0000   2851.1569     28.2513      1.1768      1.1707   1422.5903    217.1092    238.4758      1.4966      1.6439      1.0000 
     9.8000    550.0000      0.0000      1.0000      0.0000   2853.0636     28.2558      1.1771      1.1711   1422.7636    218.1116    239.1759      1.5034      1.6486      1.0000 
     9.8000    575.0000      0.0000      1.0000      0.0000   2854.8707     28.2601      1.1775      1.1715   1422.9268    219.0535    239.8344      1.5097      1.6529      1.0000 
     9.8000    600.0000      0.0000      1.0000      0.0000   2856.5872     28.2642      1.1778      1.1719   1423.0808    219.9430    240.4572      1.5157      1.6570      1.0000 
     9.8000    625.0000      0.0000      1.0000      0.0000   2858.2212     28.2680      1.1781      1.1723   1423.2265    220.7842    241.0468      1.5213      1.6609      1.0000 
     9.8000    650.0000      0.0000      1.0000      0.0000   2859.7794     28.2717      1.1783      1.1726   1423.3647    221.5834    241.6080      1.5267      1.6646      1.0000 
     9.8000    675.0000      0.0000      1.0000      0.0000   2861.2681     28.2753      1.1786      1.1730   1423.4961    222.3452    242.1440      1.5318      1.6682      1.0000 
     9.8000    700.0000      0.0000      1.0000      0.0000   2862.6927     28.2786      1.1789      1.1733   1423.6211    223.0700    242.6543      1.5366      1.6715      1.0000 
     9.8000    725.0000      0.0000      1.0000      0.0000   2864.0580     28.2819      1.1791      1.1736   1423.7403    223.7611    243.1415      1.5413      1.6747      1.0000 
     9.8000    750.0000      0.0000      1.0000      0.0000   2865.3684     28.2850      1.1794      1.1739   1423.8541    224.4222    243.6080      1.5457      1.6778      1.0000 
    10.0000    200.0000      0.0000      1.0000      0.0000   2796.4871     28.1865      1.1709      1.1635   1413.7268    191.9188    220.9834      1.3313      1.5329      1.0000 
    10.0000    225.0000      0.0000      1.0000      0.0000   2801.8950     28.1992      1.1717      1.1646   1414.2714    195.3220    223.2307      1.3544      1.5479      1.0000 
    10.0000    250.0000      0.0000      1.0000      0.0000   2806.6516     28.2104      1.1725      1.1655   1414.7430    198.2521    225.1826      1.3742      1.5609      1.0000 
    10.0000    275.0000      0.0000      1.0000      0.0000   2810.8880     28.2204      1.1732      1.1664   1415.1571    200.8140    226.9014      1.3916      1.5724      1.0000 
    10.0000    300.0000      0.0000      1.0000      0.0000   2814.6999     28.2294      1.1739      1.1672   1415.5249    203.0830    228.4330      1.4069      1.5826      1.0000 
    10.0000    325.0000      0.0000      1.0000      0.0000   2818.1593     28.2376      1.1745      1.1679   1415.8547    205.1180    229.8148      1.4207      1.5918      1.0000 
    10.0000    350.0000      0.0000      1.0000      0.0000   2821.3215     28.2450      1.1750      1.1686   1416.1529    206.9498    231.0632      1.4331      1.6001      1.0000 
    10.0000    375.0000      0.0000      1.0000      0.0000   2824.2302     28.2519      1.1755      1.1692   1416.4244    208.6167    232.2037      1.4444      1.6077      1.0000 
    10.0000    400.0000      0.0000      1.0000      0.0000   2826.9202     28.2583      1.1760      1.1698   1416.6731    210.1427    233.2516      1.4547      1.6146      1.0000 
    10.0000    425.0000      0.0000      1.0000      0.0000   2829.4196     28.2642      1.1764      1.1704   1416.9021    211.5477    234.2193      1.4642      1.6211      1.0000 
    10.0000    450.0000      0.0000      1.0000      0.0000   2831.7519     28.2697      1.1769      1.1709   1417.1140    212.8479    235.1175      1.4729      1.6270      1.0000 
    10.0000    475.0000      0.0000      1.0000      0.0000   2833.9362     28.2749      1.1773      1.1714   1417.3108    214.0607    235.9583      1.4811      1.6326      1.0000 
    10.0000    500.0000      0.0000      1.0000      0.0000   2835.9887     28.2797      1.1777      1.1719   1417.4944    215.1886    236.7413      1.4887      1.6378      1.0000 
    10.0000    525.0000      0.0000      1.0000      0.0000   2837.9234     28.2843      1.1780      1.1723   1417.6662    216.2435    237.4749      1.4959      1.6427      1.0000 
    10.0000    550.0000      0.0000      1.0000      0.0000   2839.7518     28.2886      1.1784      1.1727   1417.8275    217.2357    238.1665      1.5025      1.6473      1.0000 
    10.0000    575.0000      0.0000      1.0000      0.0000   2841.4841     28.2927      1.1787      1.1731   1417.9793    218.1701    238.8189      1.5088      1.6517      1.0000 
    10.0000    600.0000      0.0000      1.0000      0.0000   2843.1292     28.2966      1.1790      1.1735   1418.1225    219.0534    239.4368      1.5148      1.6558      1.0000 
    10.0000    625.0000      0.0000      1.0000      0.0000   2844.6946     28.3003      1.1793      1.1739   1418.2580    219.8934    240.0260      1.5205      1.6597      1.0000 
    10.0000    650.0000      0.0000      1.0000      0.0000   2846.1871     28.3039      1.1796      1.1742   1418.3864    220.6872    240.5829      1.5258      1.6634      1.0000 
    10.0000    675.0000      0.0000      1.0000      0.0000   2847.6127     28.3073      1.1799      1.1745   1418.5084    221.4421    241.1133      1.5309      1.6669      1.0000 
    10.0000    700.0000      0.0000      1.0000      0.0000   2848.9764     28.3105      1.1801      1.1749   1418.6245    222.1621    241.6199      1.5358      1.6703      1.0000 
    10.0000    725.0000      0.0000      1.0000      0.0000   2850.2831     28.3136      1.1804      1.1752   1418.7352    222.8490    242.1037      1.5404      1.6735      1.0000 
    10.0000    750.0000      0.0000      1.0000      0.0000   2851.5369     28.3166      1.1807      1.1755   1418.8409    223.5050    242.5661      1.5448      1.6766      1.0000 
#*********************************************************************************************************************************************************************
